name,company,year,Price,kms_driven,fuel_type
hyundai eon era,hyundai,2014,290000,12000,Petrol
datsun redigo 1.0,datsun,2018,375000,2769,Petrol
tata indica vista,tata,2011,211000,43128,Diesel
hyundai i20 asta,hyundai,2010,270000,110000,Petrol
maruti alto lxi,maruti,2004,70000,50000,Petrol
hyundai i10 magna,hyundai,2010,225000,60000,Petrol
mahindra scorpio lx,mahindra,2014,420000,70000,Diesel
chevrolet sail hatchback,chevrolet,2015,280000,22255,Petrol
hyundai i20 sportz,hyundai,2013,400000,59213,Petrol
mahindra xuv500 w6,mahindra,2015,850000,55000,Diesel
ford fiesta titanium,ford,2011,550000,80000,Diesel
ford fiesta titanium,ford,2011,550000,80000,Diesel
renault captur 1.5,renault,2018,1000000,40000,Diesel
mahindra xylo d2,mahindra,2014,350000,170000,Diesel
tata new safari,tata,2011,350000,170000,Diesel
honda civic 1.8,honda,2007,170000,70000,Petrol
ford aspire titanium,ford,2020,828999,1010,Petrol
ford ecosport 1.5,ford,2020,1119000,1010,Petrol
ford figo titanium,ford,2020,746000,1111,Petrol
ford ecosport 1.5,ford,2020,1030000,1010,Petrol
ford ecosport 1.5,ford,2020,1334000,1010,Diesel
ford freestyle titanium,ford,2020,811999,1010,Petrol
ford ecosport thunder,ford,2020,1331000,1010,Diesel
ford freestyle titanium,ford,2020,852000,1010,Petrol
tata indica dle,tata,2006,45000,120000,Diesel
renault duster 85ps,renault,2013,430000,70000,Diesel
tata indigo lx,tata,2011,140000,60000,Diesel
mahindra scorpio s2,mahindra,2015,830000,70000,Diesel
mahindra scorpio vls,mahindra,2009,409999,110000,Diesel
maruti swift vdi,maruti,2012,190000,80000,Diesel
honda accord vti-l,honda,2007,200000,80000,Petrol
hyundai accent glx,hyundai,2006,120000,110000,Petrol
mahindra bolero power,mahindra,2019,850000,50000,Diesel
tata indigo cs,tata,2011,95000,115000,Diesel
maruti wagon r,maruti,2013,213000,80000,Petrol
volkswagen ameo 1.5,volkswagen,2018,660000,25000,Diesel
nissan micra xl,nissan,2017,415000,48965,Petrol
ford ecosport 1.5,ford,2019,1100000,5166,Petrol
mahindra xuv500 w8,mahindra,2012,650000,76290,Diesel
mahindra xuv500 at,mahindra,2016,969999,70000,Diesel
mahindra xuv500 w10,mahindra,2016,1250000,35000,Diesel
maruti swift dzire,maruti,2017,715000,25000,Diesel
maruti swift dzire,maruti,2017,715000,25000,Diesel
maruti swift vdi,maruti,2016,565000,47000,Diesel
mahindra thar 4x4,mahindra,2013,615000,45766,Diesel
tata new safari,tata,2007,199000,78771,Diesel
maruti swift vdi,maruti,2010,325000,79357,Diesel
ford figo diesel,ford,2012,409999,28000,Diesel
hyundai verna sx,hyundai,2012,500000,72000,Diesel
ford figo diesel,ford,2011,225000,76736,Diesel
maruti alto lx,maruti,2007,135000,70000,Petrol
renault koleos 2.0,renault,2012,750000,80000,Diesel
maruti wagon r,maruti,2009,155000,60000,LPG
volkswagen polo diesel,volkswagen,2012,335000,77000,Diesel
ford ikon 1.8,ford,2005,114999,92645,Diesel
mercedes-benz new c-class,mercedes-benz,2007,699000,101849,Diesel
mahindra bolero di,mahindra,2004,110000,120000,Diesel
hyundai i20 asta,hyundai,2012,300000,80000,Petrol
mahindra scorpio s4,mahindra,2014,700000,70000,Diesel
maruti ertiga shvs,maruti,2017,700000,120000,Diesel
maruti alto 800,maruti,2013,210000,42000,Petrol
maruti ertiga vdi,maruti,2012,600000,120000,Diesel
tata manza aura,tata,2012,180000,155836,Diesel
maruti wagon r,maruti,2011,220000,59000,Petrol
chevrolet spark 1.0,chevrolet,2009,70000,60000,Petrol
hyundai creta 1.4,hyundai,2018,950000,70000,Diesel
ford fiesta 1.5,ford,2014,800000,20000,Diesel
mahindra xuv500 w8,mahindra,2012,700000,120000,Diesel
renault kwid 1.0,renault,2016,265000,40000,Petrol
volkswagen polo diesel,volkswagen,2011,175000,90000,Diesel
mahindra quanto c6,mahindra,2012,260000,89000,Diesel
toyota innova 2.5,toyota,2013,950000,80000,Diesel
maruti swift vdi,maruti,2009,250000,200000,Diesel
mahindra scorpio s10,mahindra,2015,630000,50000,Diesel
tata nano lx,tata,2012,35000,35000,Petrol
renault duster 85ps,renault,2013,450000,1000,Diesel
mercedes-benz c-class progressive,mercedes-benz,2018,3800000,10000,Diesel
audi a4 3.0,audi,2013,1580000,86000,Diesel
bmw x5 xdrive,bmw,2019,4950000,30000,Diesel
hyundai creta 1.6,hyundai,2016,535000,52600,Diesel
maruti sx4 vxi,maruti,2012,225000,110000,Petrol
hyundai grand i10,hyundai,2017,550000,19890,Petrol
maruti swift zxi,maruti,2016,670000,7104,Petrol
maruti ertiga vxi,maruti,2015,625000,11918,Petrol
hyundai grand i10,hyundai,2017,520000,10510,Petrol
chevrolet beat lt,chevrolet,2016,239000,41000,Petrol
toyota fortuner 4x2,toyota,2017,2600000,47162,Diesel
maruti s-cross zeta,maruti,2015,750000,45974,Diesel
hyundai i10 magna,hyundai,2012,229999,49824,Petrol
audi a6 2.0,audi,2013,1300000,58500,Diesel
hyundai santro gs,hyundai,2005,80000,56580,Petrol
skoda laura ambiente,skoda,2012,385000,52000,Diesel
hyundai verna 1.6,hyundai,2015,760000,55340,Petrol
maruti swift dzire,maruti,2017,600000,46507,Diesel
chevrolet enjoy tcdi,chevrolet,2014,330000,200000,Diesel
maruti alto lxi,maruti,2009,150000,120000,Petrol
tata indigo ls,tata,2008,105000,90000,Diesel
tata indica vista,tata,2013,185000,65000,Diesel
fiat grande punto,fiat,2014,260000,50000,Diesel
maruti swift dzire,maruti,2012,450000,33000,Diesel
maruti swift vxi,maruti,2016,500000,38000,Petrol
maruti alto k10,maruti,2012,260000,40000,Petrol
volkswagen polo diesel,volkswagen,2012,265000,55000,Diesel
mahindra thar crde,mahindra,2017,800000,26000,Diesel
tata safari storme,tata,2016,869999,80000,Diesel
maruti baleno alpha,maruti,2018,690000,40000,Petrol
mitsubishi pajero 2.8,mitsubishi,2011,825000,120000,Diesel
maruti alto lx,maruti,2006,160000,63230,Petrol
mahindra scorpio 2.6,mahindra,2006,300000,120000,Diesel
maruti wagon r,maruti,2005,100000,100000,Petrol
hyundai i20 asta,hyundai,2015,530000,77000,Diesel
maruti swift vxi,maruti,2016,360000,30000,Petrol
maruti swift 1.2,maruti,2015,220000,40000,Petrol
maruti alto 800,maruti,2017,178000,35000,Petrol
mahindra thar di,mahindra,2018,515000,5000,Diesel
maruti ritz vxi,maruti,2014,300000,35000,Petrol
tata indigo ls,tata,2008,105000,90000,Diesel
tata indica vista,tata,2013,185000,65000,Diesel
tata indica vista,tata,2012,150000,80000,Diesel
fiat grande punto,fiat,2014,260000,50000,Diesel
maruti swift dzire,maruti,2012,450000,33000,Diesel
maruti swift vxi,maruti,2016,500000,38000,Petrol
maruti alto k10,maruti,2012,260000,40000,Petrol
volkswagen polo diesel,volkswagen,2012,265000,55000,Diesel
tata nexon 1.2,tata,2017,750000,15000,Petrol
mahindra thar crde,mahindra,2017,800000,26000,Diesel
tata safari storme,tata,2016,869999,80000,Diesel
toyota innova 2.5,toyota,2012,950000,80000,Diesel
maruti baleno alpha,maruti,2018,690000,40000,Petrol
mitsubishi pajero 2.8,mitsubishi,2011,825000,120000,Diesel
maruti 800 std,maruti,2013,170000,70000,Petrol
maruti alto lx,maruti,2006,160000,63230,Petrol
mahindra scorpio 2.6,mahindra,2006,300000,120000,Diesel
datsun go plus,datsun,2015,315000,45000,Petrol
maruti 800 std,maruti,2006,90000,40000,Petrol
maruti wagon r,maruti,2005,100000,100000,Petrol
tata indica gls,tata,2008,65000,110000,Petrol
hyundai verna 1.6,hyundai,2012,312000,90000,Diesel
maruti vitara brezza,maruti,2018,700000,25000,Diesel
hyundai santro xing,hyundai,2005,150000,47000,Petrol
renault fluence 1.5,renault,2013,450000,60000,Diesel
hyundai verna transform,hyundai,2010,229999,120000,Diesel
maruti swift ldi,maruti,2008,111000,120000,Diesel
maruti swift dzire,maruti,2012,250000,140000,Diesel
ford freestyle titanium,ford,2019,750000,1001,Diesel
ford figo 1.5p,ford,2017,774000,1758,Petrol
ford figo 1.5p,ford,2018,711000,1452,Petrol
ford figo 1.5d,ford,2017,600000,35122,Diesel
maruti swift dzire,maruti,2015,455000,92621,Diesel
datsun go t,datsun,2015,225000,92198,Petrol
maruti swift dzire,maruti,2019,650000,5000,Diesel
chevrolet beat lt,chevrolet,2013,200000,50000,Petrol
hyundai creta 1.6,hyundai,2016,875000,74000,Diesel
skoda rapid 1.5,skoda,2017,750000,40000,Diesel
maruti swift dzire,maruti,2019,725000,22000,Diesel
maruti alto lxi,maruti,2007,100000,100000,Petrol
tata hexa xt,tata,2019,1100000,40000,Diesel
ford endeavour 3.2,ford,2017,2700000,30000,Diesel
renault kwid rxt,renault,2016,280000,23000,Petrol
tata indica vista,tata,2009,150000,30000,Diesel
tata manza aura,tata,2010,200000,50000,Petrol
maruti ritz vdi,maruti,2010,148000,100000,Diesel
maruti swift dzire,maruti,2011,254999,70000,Petrol
maruti swift dzire,maruti,2013,360000,60000,Petrol
maruti alto lx,maruti,2006,95000,90000,Petrol
mahindra bolero sle,mahindra,2007,185000,230000,Diesel
tata indica vista,tata,2012,185000,40000,Diesel
renault kwid rxl,renault,2019,300000,15000,Petrol
hyundai verna vtvt,hyundai,2018,800000,40000,Petrol
maruti zen lx,maruti,2000,60000,50000,Petrol
fiat punto 1.2,fiat,2010,80000,50000,Petrol
hyundai xcent 1.2,hyundai,2018,500000,8000,Petrol
hyundai eon era,hyundai,2013,250000,35000,Petrol
tata new safari,tata,2010,250000,80000,Diesel
maruti wagon r,maruti,2005,125000,50000,Petrol
maruti alto lxi,maruti,2002,100000,80000,Petrol
mahindra scorpio m2di,mahindra,2010,480000,90000,Diesel
mahindra kuv 100,mahindra,2018,320000,30000,Petrol
maruti a-star vxi,maruti,2010,130000,70000,Petrol
tata indica dls,tata,2006,57000,80000,Diesel
hyundai santro gls,hyundai,2005,75000,60000,Petrol
maruti 800 dx,maruti,2003,60000,35000,Petrol
maruti alto lxi,maruti,2008,125000,70000,Petrol
honda city 1.5,honda,2004,105000,100000,Petrol
maruti wagon r,maruti,2008,125000,152000,LPG
maruti zen lxi,maruti,1998,69000,70000,Petrol
tata indigo lx,tata,2012,130000,90000,Diesel
maruti baleno zeta,maruti,2019,630000,40000,Petrol
honda amaze e,honda,2016,330000,50000,Petrol
maruti wagon r,maruti,2014,340000,15000,Petrol
hyundai santro xing,hyundai,2006,60000,120000,Petrol
tata safari storme,tata,2014,550000,78322,Diesel
maruti ertiga vdi,maruti,2014,480000,110000,Diesel
hyundai verna 1.6,hyundai,2013,315000,80000,Diesel
ford fiesta titanium,ford,2012,165000,120000,Diesel
chevrolet beat ls,chevrolet,2016,170000,125000,Petrol
maruti baleno delta,maruti,2018,550000,8000,Petrol
volkswagen ameo 1.2,volkswagen,2018,465000,13000,Petrol
tata indica vista,tata,2012,120000,80000,Diesel
hyundai verna 1.6,hyundai,2008,220000,54309,Petrol
ford figo diesel,ford,2011,180000,70000,Diesel
chevrolet aveo 1.6,chevrolet,2006,150000,34600,Petrol
tata zest revotron,tata,2016,520000,25000,Petrol
tata safari storme,tata,2013,430000,80000,Diesel
mahindra bolero di,mahindra,2009,300000,55000,Diesel
hyundai venue sx,hyundai,2020,1000000,5000,Diesel
honda wr-v i-dtec,honda,2017,725000,30000,Diesel
hyundai verna 1.4,hyundai,2011,500000,31000,Diesel
maruti wagon r,maruti,2011,250000,50000,Petrol
maruti swift dzire,maruti,2018,700000,38217,Diesel
ford figo petrol,ford,2011,185000,50000,Petrol
maruti ritz vdi,maruti,2011,200000,120000,Diesel
mahindra bolero di,mahindra,2004,315000,110000,Diesel
tata hexa xt,tata,2019,1100000,40000,Diesel
hyundai santro lp,hyundai,2001,52000,50000,Petrol
hyundai i20 active,hyundai,2017,600000,10000,Petrol
tata harrier xz,tata,2019,1700000,10000,Diesel
nissan terrano xl,nissan,2015,451000,100000,Diesel
mahindra kuv 100,mahindra,2016,370000,60000,Petrol
ford endeavour 3.2,ford,2017,2700000,30000,Diesel
renault kwid rxt,renault,2016,280000,23000,Petrol
maruti wagon r,maruti,2017,350000,30000,Petrol
hyundai i10 sportz,hyundai,2011,250000,50000,Petrol
maruti alto 800,maruti,2014,204999,25000,Petrol
maruti ignis 1.2,maruti,2019,500000,15000,Petrol
tata indica vista,tata,2009,150000,30000,Diesel
chevrolet spark 1.0,chevrolet,2010,175000,45000,Petrol
chevrolet spark 1.0,chevrolet,2009,170000,44800,Petrol
tata manza aura,tata,2010,200000,50000,Petrol
hyundai creta 1.4,hyundai,2018,800000,52000,Diesel
tata hexa xta,tata,2017,1200000,50000,Diesel
toyota corolla altis,toyota,2008,400000,35000,Petrol
maruti ritz vdi,maruti,2010,148000,100000,Diesel
tata manza club,tata,2014,200000,100000,Diesel
maruti swift dzire,maruti,2016,284000,40000,Diesel
maruti wagon r,maruti,2007,80000,60000,Petrol
chevrolet beat ps,chevrolet,2014,170000,77000,Petrol
hyundai accent executive,hyundai,2011,150000,60000,Petrol
tata manza aura,tata,2010,110000,77073,Petrol
ford figo aspire,ford,2016,400000,70000,Diesel
hyundai i10 magna,hyundai,2013,275000,90000,LPG
toyota innova 2.5,toyota,2013,800000,186000,Diesel
mahindra scorpio m2di,mahindra,2014,550000,90000,Diesel
maruti alto lx,maruti,2007,125000,100000,Petrol
chevrolet beat lt,chevrolet,2010,135000,80000,Petrol
mahindra scorpio lx,mahindra,2012,349000,150000,Diesel
maruti swift vdi,maruti,2014,458000,80000,Diesel
maruti alto k10,maruti,2018,300000,35000,Petrol
maruti alto lxi,maruti,2008,95000,70000,Petrol
maruti s-cross zeta,maruti,2018,850000,50000,Diesel
ford freestyle titanium,ford,2019,750000,25000,Diesel
ford figo diesel,ford,2013,190000,120000,Diesel
maruti wagon r,maruti,2009,150000,70000,Petrol
hyundai accent gle,hyundai,2009,114999,106000,Petrol
toyota innova 2.0,toyota,2010,320000,120000,Petrol
maruti alto 800,maruti,2019,300000,120000,CNG
maruti ritz lxi,maruti,2016,275000,160000,Petrol
chevrolet aveo 1.6,chevrolet,2010,140000,120000,Petrol
tata altroz xz,tata,2020,830000,10000,Petrol
volkswagen polo sr,volkswagen,2013,380000,50000,Petrol
hyundai i10 magna,hyundai,2010,150000,90000,Petrol
chevrolet spark 1.0,chevrolet,2008,50000,70000,Petrol
mahindra bolero slx,mahindra,2008,155000,100000,Diesel
mahindra bolero slx,mahindra,2008,155000,100000,Diesel
skoda superb 1.8,skoda,2010,300000,80000,Petrol
maruti alto 800,maruti,2018,300000,16584,Petrol
tata tiago 2019-2020,tata,2016,385000,38000,Diesel
maruti wagon r,maruti,2010,221000,51000,Petrol
tata tiago 1.05,tata,2016,381000,38000,Diesel
maruti alto 800,maruti,2015,250999,35000,Petrol
hyundai santro ls,hyundai,2002,60000,120000,Petrol
tata tiago 1.05,tata,2016,380000,38000,Diesel
skoda laura l,skoda,2008,180000,144000,Diesel
maruti ciaz zdi,maruti,2017,751000,64000,Diesel
mahindra xuv500 at,mahindra,2015,1250000,60000,Diesel
hyundai eon 1.0,hyundai,2014,229999,65000,Petrol
tata safari storme,tata,2019,1250000,24000,Diesel
mahindra scorpio vlx,mahindra,2014,782000,58000,Diesel
mahindra scorpio vlx,mahindra,2014,780000,58000,Diesel
maruti alto 800,maruti,2016,245000,68000,Petrol
hyundai i20 1.4,hyundai,2011,321000,81257,Diesel
hyundai grand i10,hyundai,2017,509999,44000,Diesel
tata nano cx,tata,2015,110000,45000,Petrol
volkswagen polo diesel,volkswagen,2013,400000,75000,Diesel
maruti swift vxi,maruti,2013,370000,90000,Petrol
hyundai verna crdi,hyundai,2007,175000,80000,Diesel
mercedes-benz e-class 230,mercedes-benz,1998,1000000,35000,Petrol
maruti alto 800,maruti,2013,92800,25000,Petrol
tata xenon xt,tata,2014,291000,90000,Diesel
maruti alto 800,maruti,2013,92800,25000,Petrol
hyundai verna 1.6,hyundai,2013,335000,110000,Diesel
maruti omni 8,maruti,2013,170000,35000,Petrol
maruti alto 800,maruti,2019,295000,10000,Petrol
renault kwid rxl,renault,2019,375000,10000,Petrol
hyundai eon era,hyundai,2012,215000,70000,Petrol
ford fiesta 1.4,ford,2009,150000,110000,Diesel
maruti alto lxi,maruti,2003,60000,5000,Petrol
maruti alto lx,maruti,2006,52000,120000,Petrol
maruti omni lpg,maruti,2009,80000,90000,LPG
maruti alto lx,maruti,2012,140000,70000,Petrol
hyundai verna i,hyundai,2008,120000,90000,Petrol
ford fiesta classic,ford,2006,110000,120000,Diesel
tata new safari,tata,2012,280000,110000,Diesel
toyota etios vd,toyota,2016,450000,50000,Diesel
mahindra xuv500 w7,mahindra,2018,1150000,58000,Diesel
maruti baleno delta,maruti,2018,650000,15000,Diesel
tata zest revotron,tata,2015,300000,60000,Petrol
tata nano twist,tata,2015,73000,57000,Petrol
maruti swift vdi,maruti,2015,400000,87000,Diesel
renault kwid 1.0,renault,2017,300000,70000,Petrol
maruti wagon r,maruti,2012,300000,30000,Petrol
maruti swift dzire,maruti,2012,450000,80000,Diesel
hyundai santro xing,hyundai,2009,200000,100000,Petrol
maruti swift vxi,maruti,2019,580000,40000,Petrol
hyundai grand i10,hyundai,2017,550000,3917,Petrol
mahindra scorpio slx,mahindra,2007,190000,160000,Diesel
tata tiago 1.05,tata,2017,450000,35000,Diesel
chevrolet spark 1.0,chevrolet,2014,220000,70000,Petrol
maruti sx4 zxi,maruti,2012,310000,69069,Petrol
hyundai elite i20,hyundai,2019,650000,13500,Petrol
maruti wagon r,maruti,2014,300000,59059,Petrol
hyundai accent executive,hyundai,2013,200000,70000,Petrol
honda brio s,honda,2012,285000,39039,Petrol
honda brio exclusive,honda,2014,335000,33033,Petrol
hyundai verna transform,hyundai,2011,370000,55168,Petrol
hyundai i20 1.2,hyundai,2013,375000,41041,Petrol
hyundai i10 magna,hyundai,2009,235000,67067,Petrol
hyundai i10 sportz,hyundai,2013,345000,66066,Petrol
mahindra quanto c8,mahindra,2013,365000,82082,Diesel
hyundai grand i10,hyundai,2014,400000,48000,Petrol
hyundai eon d,hyundai,2015,250000,30000,Petrol
hyundai verna sx,hyundai,2012,465000,70070,Diesel
renault kwid rxt,renault,2017,300000,10000,Petrol
maruti swift dzire,maruti,2018,655000,25000,Petrol
maruti wagon r,maruti,2016,350000,30000,CNG
hyundai i10 sportz,hyundai,2015,500000,50000,Petrol
hyundai grand i10,hyundai,2015,465000,63063,Petrol
maruti swift vdi,maruti,2008,263000,70000,Diesel
maruti omni mpi,maruti,2012,250000,90000,Petrol
hyundai accent gle,hyundai,1999,60000,90000,Petrol
hyundai getz glx,hyundai,2005,70000,90000,Petrol
chevrolet sail hatchback,chevrolet,2016,250000,30000,Petrol
hyundai eon magna,hyundai,2016,229999,80000,Petrol
chevrolet optra magnum,chevrolet,2011,195000,120000,Diesel
datsun redigo s,datsun,2016,270000,22000,Petrol
honda wr-v i-dtec,honda,2017,650000,140000,Diesel
hyundai i20 asta,hyundai,2014,370000,80000,Diesel
maruti swift vdi,maruti,2016,509999,40000,Diesel
maruti zen estilo,maruti,2011,280000,33000,Petrol
maruti a-star vxi,maruti,2010,180000,40000,Petrol
renault kwid 1.0,renault,2018,300000,10500,Petrol
mahindra bolero 2011-2019,mahindra,2013,400000,107000,Diesel
hyundai i10 sportz,hyundai,2010,210000,60000,Petrol
hyundai santro xing,hyundai,2006,90000,120000,Petrol
maruti wagon r,maruti,2010,222000,70000,Petrol
maruti alto 800,maruti,2015,240000,50000,Petrol
toyota etios liva,toyota,2013,450000,70000,Diesel
ford ecosport 1.5,ford,2017,650000,6000,Petrol
hyundai verna sx,hyundai,2010,200000,78000,Diesel
hyundai verna sx,hyundai,2011,210000,72000,Diesel
tata nano cx,tata,2011,75000,9528,Petrol
toyota innova 2.5,toyota,2011,450000,135200,Diesel
hyundai i20 1.2,hyundai,2011,220000,58000,Petrol
hyundai i20 magna,hyundai,2013,325000,78000,Diesel
tata zest revotron,tata,2018,450000,45000,Petrol
ford ecosport 1.5,ford,2017,825000,35000,Diesel
hyundai accent gls,hyundai,2007,125000,76000,Petrol
mahindra xylo d2,mahindra,2015,434999,100000,Diesel
mahindra scorpio sle,mahindra,2011,484999,99000,Diesel
maruti ritz vdi,maruti,2009,175000,80000,Diesel
honda civic 1.8,honda,2006,220000,120000,Petrol
honda br-v i-vtec,honda,2020,1250000,1100,Petrol
maruti omni e,maruti,2017,215000,34000,Petrol
mahindra xuv500 w6,mahindra,2014,625000,68000,Diesel
ford ecosport 1.5,ford,2018,615000,15000,Diesel
chevrolet beat diesel,chevrolet,2012,130000,58000,Diesel
tata indigo cs,tata,2013,175000,50300,Diesel
tata indigo cr4,tata,2011,150000,70000,Diesel
tata indica vista,tata,2011,195000,60000,Diesel
maruti ertiga 1.5,maruti,2020,550000,90000,Diesel
isuzu d-max v-cross,isuzu,2018,1500000,40000,Diesel
skoda superb 1.8,skoda,2010,400000,80000,Petrol
nissan kicks xv,nissan,2019,1350000,15000,Diesel
maruti swift 1.2,maruti,2015,217000,45000,Petrol
maruti swift vdi,maruti,2011,290000,130000,Diesel
mahindra bolero power,mahindra,2018,700000,80000,Diesel
maruti alto 800,maruti,2014,175000,40000,Petrol
volkswagen ameo 1.5,volkswagen,2017,575000,80000,Diesel
maruti ritz ldi,maruti,2016,380000,100000,Diesel
mahindra xylo d4,mahindra,2013,350000,151624,Diesel
renault duster 85ps,renault,2012,450000,160000,Diesel
